"ID","X","Y"
201401,3168401,1665145
201402,3147584,1704943
201403,3144264,1700664
201404,3142418,1694739
201405,3142418,1694739
201406,3142418,1694739
201407,3145227,1694268
201408,3144243,1690927
201409,3193189,1711503
201410,3214178,1706958
201411,3142393,1695228
201412,3142393,1695228
201413,3139597,1694681
201414,3148393,1705678
201415,3142057,1697444
201416,3161316,1695098
201417,3146602,1700044
201418,3166184,1655058
201419,3146255,1698169
201420,3145572,1696612
